tachometer,underhang_axial,underhang_radial,underhang_tangential,overhang_axial,overhang_radial,overhang_tangential,microphone
-0.56393,0.23369,0.48077,0.29831,0.060664,0.045717,-0.0044819,-0.16642
-0.67582,-0.16567,-0.27158,0.088009,0.049695,-0.0038579,-0.097728,0.32177
-0.5661,-0.61597,0.23939,-0.015798,0.089944,-0.028533,-0.1071,-0.15316
-0.63528,1.0239,-0.018666,-0.16132,0.12811,-0.032204,-0.07527,0.21306
-0.63391,-1.1285,-0.056574,-0.22345,0.13834,-0.03952,-0.038299,-0.034315
-0.56231,1.634,0.26244,-0.26018,0.21727,0.041392,0.055864,0.058948
-0.67936,-1.1939,-0.2264,-0.56508,0.18929,0.0041383,0.019356,0.095674
-0.56824,1.1666,0.61222,-0.66324,0.23158,0.048753,0.048781,-0.08815
-0.62407,-0.58225,-0.25454,-0.65615,0.15918,-0.01274,-0.011796,0.20967
-0.63939,-0.041026,0.57161,-0.40539,0.15845,0.042303,0.021084,-0.16878
-0.55465,0.32671,-0.23179,-0.18604,0.083939,0.060753,-0.011013,0.21899
-0.67772,-0.89894,0.34898,0.073313,0.035957,0.1017,-0.017717,-0.14495
-0.56435,0.76382,0.2125,0.29188,0.012496,0.13312,-0.040438,0.14102
-0.6194,-1.7967,-0.030769,0.48504,-0.052556,0.076919,-0.13136,-0.036067
-0.64327,0.80676,0.48899,0.71213,-0.024086,0.12963,-0.18654,0.0056966
-0.54205,-1.4938,-0.3878,0.66602,-0.077096,0.075668,-0.29158,0.099811
-0.68229,0.36409,0.62839,0.685,-0.013277,0.18426,-0.2228,-0.10353
-0.53673,-0.34125,-0.40366,0.40761,-0.045305,0.15818,-0.21095,0.18538
-0.63995,-0.096223,0.46548,0.12812,-0.000965,0.20807,-0.16529,-0.17236
-0.61572,0.5527,-0.27809,-0.22642,0.0050399,0.1704,-0.21592,0.19687
-0.56339,-1.0486,0.034769,-0.43843,0.0091952,0.15435,-0.23445,-0.11838
-0.65846,1.501,0.10539,-0.41534,0.053208,0.20002,-0.18081,0.11646
-0.54676,-1.0138,-0.25001,-0.47602,0.032123,0.19038,-0.18947,0.00053702
-0.62851,1.377,0.54918,-0.31779,0.09821,0.28679,-0.14158,-0.015283
-0.59656,-0.86866,-0.40849,-0.15736,0.070677,0.21753,-0.17831,0.12364
-0.566,0.53324,0.68171,0.2222,0.14259,0.24744,-0.027569,-0.13941
-0.64285,-0.19248,-0.22028,0.37354,0.12152,0.18674,0.058234,0.23046
-0.55312,-0.64873,0.61521,0.52627,0.12477,0.22898,0.1635,-0.1773
-0.58215,0.43689,0.064545,0.52352,0.10588,0.26869,0.15824,0.23632
-0.61913,-1.6529,0.12314,0.48647,0.06532,0.26903,0.099938,-0.061257
-0.50288,0.87135,0.36773,0.4498,0.073593,0.29355,0.098448,0.089078
-0.66177,-2.2669,-0.32703,0.17244,-0.020932,0.21748,-0.0094524,0.18407
-0.54187,0.68487,0.67806,0.20567,-0.018325,0.27799,-0.031396,-0.098226
-0.61129,-1.529,-0.60491,0.12124,-0.098483,0.25653,-0.14447,0.33185
-0.56876,-0.28405,0.3931,0.12205,-0.05016,0.34178,-0.063961,-0.17195
-0.5986,-0.25002,-0.66646,-0.10283,-0.051098,0.32559,-0.028846,0.33197
-0.5931,-1.1491,-0.087975,-0.11107,-0.026057,0.31736,-0.043713,-0.094332
-0.6047,1.2058,-0.32569,-0.0076412,0.010486,0.30512,-0.11454,0.1847
-0.59023,-1.3711,-0.47545,0.074996,0.037852,0.26496,-0.17303,0.03315
-0.61344,1.7254,0.071605,0.13363,0.1422,0.33169,-0.103,0.032128
-0.57745,-1.6422,-0.85035,-0.17226,0.12543,0.30165,-0.092468,0.28699
-0.62381,1.1878,0.31702,-0.28852,0.17777,0.38054,-0.040136,-0.13722
-0.57261,-0.59779,-0.90983,-0.44884,0.11201,0.30816,-0.12109,0.39272
-0.6249,-0.063413,0.23536,-0.29508,0.14543,0.34948,-0.031775,-0.17002
-0.57447,0.061334,-0.65369,-0.28525,0.12,0.33549,0.048499,0.32613
-0.62635,-1.7265,-0.24118,-0.29125,0.086958,0.38335,0.13643,-0.048601
-0.57143,0.63274,-0.29517,-0.17825,0.055456,0.45949,0.12791,0.14586
-0.6293,-2.5074,-0.64654,-0.00048606,-0.0023394,0.4154,0.033131,0.11828
-0.55994,0.63149,0.25759,0.50839,0.070895,0.4605,0.060707,-0.049307
-0.65047,-1.567,-0.67422,0.6682,0.041326,0.35613,0.0083875,0.15893
-0.53159,0.31606,0.32568,0.72481,0.078095,0.44429,0.046816,-0.11972
-0.689,-0.6497,-0.65958,0.38787,0.029233,0.4398,0.0023124,0.20556
-0.47596,-0.61063,0.14249,0.27569,0.054903,0.50587,0.060784,-0.13055
-0.76626,0.60575,-0.27493,0.17221,0.055944,0.4785,0.12432,0.11984
-0.35,-0.97883,-0.036454,0.05319,0.0078851,0.40314,0.13009,-0.082577
-1.0551,1.357,0.27568,-0.16927,-0.03693,0.40077,0.08983,0.040889
1.9389,-0.54073,-0.15495,-0.42711,-0.14774,0.33742,-0.029932,-0.01852
4.9344,1.3401,0.52529,-0.33287,-0.10353,0.45172,0.025508,-0.040764
4.2641,0.16841,-0.15335,-0.16744,-0.12082,0.41309,0.0021198,0.014069
4.6334,0.96163,0.61652,0.059324,-0.08603,0.43206,-0.026708,-0.097934
4.3884,0.93498,-0.013944,0.09402,-0.097911,0.36061,-0.15698,0.045757
4.5711,0.30393,0.52061,0.12732,-0.041201,0.3401,-0.19104,-0.12193
4.4221,1.174,0.30085,0.12923,0.039194,0.36234,-0.13629,0.042301
4.5524,-0.23873,0.2565,0.19764,0.058365,0.35759,-0.071212,-0.10489
4.4305,1.3692,0.40555,0.37967,0.096752,0.39908,-0.0012196,0.0088362
4.547,-0.1068,-0.2571,0.41607,0.048378,0.3098,-0.04774,-0.058945
4.4344,1.1284,0.36694,0.45167,0.086848,0.30883,0.0071995,-0.044464
4.5397,0.21602,-0.4315,0.3392,0.053105,0.24524,0.007116,0.0095177
4.4442,0.43595,0.19574,0.41014,0.054146,0.28443,0.077622,-0.10996
4.5251,0.80463,-0.4157,0.31979,-0.0052744,0.29957,0.090472,0.053009
4.4615,0.13853,-0.0052845,0.21295,-0.032351,0.29262,0.11821,-0.12225
4.5038,1.3688,-0.077548,0.094656,-0.0081388,0.29789,0.14629,0.041133
4.4819,-0.34077,-0.30028,-0.093734,-0.019795,0.21563,0.11557,-0.095354
4.4835,1.3523,0.14789,-0.13625,0.0069988,0.25382,0.14458,-0.0053527
4.4977,0.11019,-0.31187,-0.21937,-0.037496,0.19405,0.13079,-0.030835
4.4715,1.3373,0.61752,-0.045266,-0.0046579,0.25418,0.17877,-0.070359
4.5025,0.96229,-0.025816,-0.01312,-0.031003,0.19131,0.13983,0.022392
4.4717,0.70777,0.61511,0.092344,-0.0188,0.1853,0.10901,-0.11251
4.4952,1.3768,0.08523,0.026111,-0.047553,0.14931,0.028848,0.038236
4.4822,-0.12589,0.24348,-0.067169,-0.07323,0.12886,-0.029097,-0.12568
4.4806,1.3971,0.28581,-0.067284,-0.061046,0.19038,-0.053449,0.039843
4.4961,-0.23521,-0.053433,-0.09972,-0.074482,0.16112,-0.17265,-0.072477
4.4673,1.122,0.35438,-0.014835,-0.026237,0.20397,-0.2225,-0.023265
4.5049,-0.17476,-0.55326,0.0042476,-0.036391,0.10277,-0.31529,-0.012362
4.4619,0.49343,0.067538,0.18123,0.016048,0.11628,-0.29662,-0.086106
4.5036,0.27024,-0.63785,0.2756,0.014757,0.088291,-0.27303,0.034172
4.4679,-0.049368,-0.056375,0.35054,0.028,0.13191,-0.19793,-0.11782
4.4914,0.95206,-0.43041,0.23288,0.028565,0.1661,-0.1272,0.045757
4.4817,-0.69881,-0.38563,0.020973,-0.0051074,0.11583,-0.081397,-0.099565
4.4752,1.1879,-0.1156,-0.077914,-0.0013054,0.11995,-0.0028122,0.012049
4.4959,-0.4089,-0.452,-0.13429,-0.06761,0.036328,-0.0057277,-0.056511
4.4628,1.2749,0.38426,-0.050867,-0.067803,0.099996,0.084564,-0.040278
4.5024,0.3996,-0.20749,-0.19705,-0.12549,0.067171,0.14789,-0.0020428
4.4602,1.0003,0.57336,-0.2265,-0.12088,0.11439,0.25729,-0.094064
4.4967,1.3399,0.036298,-0.23835,-0.13039,0.089645,0.25962,0.035924
4.469,0.62811,0.41361,-0.051323,-0.12346,0.07577,0.22885,-0.12225
4.4839,1.778,0.26561,0.02394,-0.083551,0.078414,0.20191,0.040281
4.4841,0.10514,0.16464,-0.080393,-0.084302,0.052988,0.16583,-0.087542
4.4673,1.6197,0.46393,-0.10416,-0.025755,0.10616,0.18367,-0.0016047
4.4955,-0.11648,-0.18574,-0.23344,-0.055414,0.061318,0.065928,-0.041251
4.4584,1.0309,0.38342,-0.17663,-0.012281,0.08994,0.028649,-0.060794
4.4999,0.40578,-0.37582,-0.14401,-0.041734,0.043285,-0.0472,0.017939
4.4593,0.54829,0.25353,0.019463,-0.020097,0.070547,-0.031691,-0.10711
4.492,0.98126,-0.33299,0.05599,-0.027766,0.091891,-0.070126,0.049797
4.4706,-0.15906,-0.10542,0.11288,-0.022782,0.091063,-0.1389,-0.11419
4.4763,1.2465,-0.049617,0.19589,0.026504,0.12219,-0.15814,0.02911
4.4849,-0.52892,-0.24927,0.19077,0.045726,0.054098,-0.19573,-0.077174
4.462,1.3897,0.26384,0.26141,0.10011,0.085788,-0.16029,-0.019542
4.4951,-0.055585,-0.3334,0.22697,0.065841,0.045403,-0.22753,-0.013433
4.4549,0.78333,0.60251,0.22656,0.091036,0.1096,-0.20287,-0.079851
4.4952,0.439,-0.074298,0.17502,0.069212,0.095697,-0.17947,0.030911
4.4593,0.1907,0.52632,0.14766,0.056714,0.09553,-0.079907,-0.11239
4.4838,1.1799,0.013609,-0.0022524,-0.0075672,0.068724,-0.0037627,0.062769
4.4691,-0.31503,0.12653,-0.083842,-0.09452,0.047476,0.017706,-0.098591
4.4688,1.4124,0.28344,-0.097575,-0.14092,0.091153,0.067295,0.01974
4.4805,-0.41626,-0.24148,-0.19596,-0.212,0.091031,0.042558,-0.035045
4.4569,1.2796,0.46592,-0.16389,-0.20209,0.14269,0.095121,-0.047555
4.4891,-0.1002,-0.56972,-0.1618,-0.25286,0.083587,0.066801,0.017963
4.4531,0.5047,0.30772,0.078194,-0.21845,0.1128,0.068638,-0.09
4.4866,0.64879,-0.65577,0.24035,-0.20093,0.079319,0.034884,0.063183
4.4579,-0.031823,-0.047895,0.31435,-0.12027,0.1199,0.057907,-0.10911
4.4765,1.1656,-0.34829,0.16631,-0.068439,0.14011,0.11041,0.054981
4.4705,-0.64218,-0.37909,-0.0049243,-0.070963,0.12685,0.13473,-0.066465
4.462,1.4279,0.020913,-0.020705,-0.05192,0.16168,0.13839,-0.0062289
4.4829,-0.59217,-0.61168,-0.20528,-0.087417,0.10821,0.061015,-0.040034
4.4526,0.72971,0.25224,-0.36018,-0.048163,0.17764,0.064868,-0.062961
4.4874,-0.047294,-0.54236,-0.51988,-0.08443,0.13694,0.048126,0.060189
4.4499,0.33123,0.36336,-0.46478,-0.062774,0.2016,0.09823,-0.10886
4.4834,0.74733,-0.049887,-0.36229,-0.083024,0.19931,0.08353,0.067344
4.4602,-0.42942,0.2732,-0.093913,-0.058413,0.19089,0.073152,-0.10292
4.4706,0.82477,0.13857,0.17872,-0.0116,0.20096,0.10591,0.066906
4.474,-1.0382,-0.047876,0.27776,0.010563,0.17367,0.13496,-0.030932
4.4561,1.0483,0.29729,0.30309,0.032258,0.21339,0.16922,-0.006886
4.4875,-0.94648,-0.20857,0.21412,0.0031839,0.17573,0.10969,0.044954
4.4474,0.58373,0.49542,0.28587,0.032868,0.2059,0.084975,-0.089051
4.4887,-0.086449,-0.091097,0.12512,0.01362,0.17772,0.046026,0.11792
4.4502,-0.018973,0.47068,-0.033513,0.01292,0.16408,0.052082,-0.12855
4.4795,0.60933,0.13925,-0.26406,-0.039005,0.1621,0.026735,0.11841
4.4625,-1.0799,0.37888,-0.42507,-0.079036,0.15062,0.019112,-0.098956
4.4641,0.84248,0.4358,-0.40092,-0.087847,0.1841,0.032688,0.070654
4.4788,-1.4003,0.074752,-0.36043,-0.087064,0.12945,0.0082848,0.0035062
4.4495,0.83469,0.56455,-0.098024,-0.043642,0.15114,0.018226,-0.024239
4.4896,-1.6143,-0.24806,0.0043375,-0.047181,0.085608,-0.033085,0.147
4.4429,-0.28649,0.56114,0.2813,-0.0024421,0.11945,-0.0033773,-0.1388
4.4896,-0.63868,-0.22208,0.24441,0.0088934,0.082502,0.032014,0.21826
4.4496,-1.3033,0.36022,0.14991,0.030704,0.086282,0.10339,-0.14164
4.4772,0.38414,-0.051358,-0.022979,0.025258,0.048342,0.14715,0.17713
4.4658,-1.9285,-0.10578,-0.099174,-0.013502,0.022788,0.13282,-0.051814
4.4586,0.85825,0.18441,-0.16471,-0.019924,0.060933,0.15777,0.05133
4.4823,-2.0668,-0.30594,-0.3721,-0.091835,0.0049918,0.11249,0.081558
4.4431,0.30365,0.17571,-0.28963,-0.056429,0.10246,0.16484,-0.082845
4.4898,-1.2747,-0.50665,-0.39693,-0.10566,0.0076294,0.085996,0.18
4.441,-0.45,0.089965,-0.27129,-0.065343,0.063295,0.10391,-0.14522
4.4821,-0.0088713,-0.32827,-0.31489,-0.047007,0.023769,0.11387,0.17906
4.4506,-1.203,0.037018,-0.12426,-0.020939,0.055786,0.16631,-0.13018
4.467,0.63527,-0.11582,0.07989,0.019747,0.094676,0.19108,0.13267
4.4669,-1.7038,-0.13402,0.067661,-9.7974e-05,0.057192,0.1351,-0.024239
4.4504,0.85161,0.25557,0.019245,0.048436,0.099348,0.16225,-0.0036978
4.4811,-1.3545,-0.094848,-0.24758,0.011719,0.016184,0.10762,0.049018
4.4394,0.38066,0.50792,-0.16178,0.037589,0.067197,0.18519,-0.084621
4.4858,-0.6692,0.068393,-0.16275,-0.029384,0.012231,0.12456,0.14367
4.4407,-0.82474,0.61615,0.00050948,-0.031503,0.060856,0.088558,-0.1453
4.4754,-0.033307,0.21653,-0.10984,-0.044393,0.030784,0.0098003,0.16411
4.4534,-1.6553,0.24987,-0.13898,-0.024375,-0.0010085,-0.070794,-0.10071
4.4588,0.70337,0.15787,-0.12607,0.025887,0.009452,-0.10123,0.091317
4.4697,-1.8283,-0.067154,-0.11781,0.0057978,-0.044038,-0.22907,-0.00092325
4.4426,0.65186,0.30018,0.059838,0.095859,0.011512,-0.18766,-0.023265
4.4805,-1.4561,-0.27581,0.08745,0.093406,-0.045328,-0.1372,0.085914
4.4358,0.0032214,0.33416,0.14221,0.14403,-0.035028,-0.094215,-0.10643
4.4802,-0.21333,-0.31038,-0.10474,0.087112,-0.10015,-0.17394,0.14844
4.4414,-0.66785,0.057009,-0.11496,0.074569,-0.098561,-0.18636,-0.12928
4.4689,0.58962,-0.26891,-0.14044,0.039997,-0.11124,-0.16005,0.12987
4.4559,-1.4208,-0.13874,-0.2078,0.0091117,-0.12254,-0.086374,-0.086349
4.4514,1.1069,0.056874,-0.29027,-0.0026348,-0.098965,-0.014789,0.041692
4.4725,-1.0803,-0.18357,-0.46317,-0.080282,-0.16161,-0.047316,-0.0038681
4.4367,1.0084,0.29091,-0.29659,-0.064649,-0.13062,0.037119,-0.0422
4.4793,-0.68567,-0.37029,-0.23113,-0.092902,-0.19889,0.095372,0.096404
4.4333,0.20266,0.24991,-0.1062,-0.045273,-0.13008,0.20045,-0.133
4.4771,0.010054,-0.10441,-0.10903,-0.078547,-0.14288,0.19168,0.20588
4.4446,-0.79244,0.30985,0.0069902,-0.062588,-0.11484,0.16621,-0.084694
4.4604,0.93674,0.20562,0.071168,-0.015197,-0.092958,0.1638,0.0984
4.4618,-1.5851,0.15391,0.0024942,-0.017015,-0.13917,0.085187,-0.031394
4.4419,0.95361,0.45056,0.015006,-0.001877,-0.069316,0.029573,0.013533
4.4767,-1.374,0.15717,-0.064021,-0.086184,-0.099389,-0.096353,0.09728
4.4311,0.77791,0.53324,0.042657,-0.087025,0.0066475,-0.12009,-0.074618
4.4786,-0.79008,-0.032118,-0.09893,-0.14541,-0.012913,-0.16902,0.15328
4.4335,-0.38334,0.35462,-0.10641,-0.14619,0.011165,-0.19325,-0.13028
4.4709,0.17198,0.046255,-0.063655,-0.19547,-0.010038,-0.28239,0.18346
4.4471,-0.80967,0.17597,0.10462,-0.23564,-0.0074132,-0.32337,-0.081141
4.4526,0.92417,0.1917,0.20135,-0.23554,0.05354,-0.25776,0.10585
4.4651,-1.5204,-0.014863,0.12351,-0.26559,0.035911,-0.20332,0.025897
4.4352,1.0371,0.30062,0.1888,-0.23436,0.089382,-0.095589,-0.011827
4.4773,-0.99968,-0.11609,0.067995,-0.28426,0.0357,-0.12332,0.15321
4.4279,0.95832,0.35419,0.1377,-0.22926,0.078767,-0.054669,-0.10292
4.477,-0.39906,-0.1329,-0.04806,-0.19886,0.088073,0.0057417,0.19714
4.4345,0.014177,0.2271,-0.11981,-0.1483,0.12013,0.078771,-0.10643
4.4595,0.54728,-0.0063766,-0.17124,-0.11988,0.1448,0.11193,0.13549
4.4476,-0.79063,0.025339,-0.26959,-0.11154,0.1285,0.071688,-0.099297
4.4437,1.259,0.18634,-0.1773,-0.068548,0.14185,0.10903,0.057828
4.4598,-0.75777,-0.20609,-0.051278,-0.056063,0.14224,0.18216,-0.0505
4.4313,1.3442,0.10142,0.15744,-0.040662,0.1829,0.206,-0.02677
4.4654,-0.50553,-0.18146,0.13362,-0.08373,0.18788,0.16212,0.056027
4.4273,0.56956,0.38295,0.11068,-0.10346,0.20607,0.13149,-0.10178
4.4624,0.22843,-0.076848,0.082838,-0.12795,0.17927,0.12873,0.11186
4.4323,0.23951,0.107,0.1887,-0.1407,0.18351,0.15464,-0.089099
4.4504,1.1896,-0.20248,0.18469,-0.18078,0.20081,0.12205,0.043761
4.4407,0.13605,-0.023086,0.023285,-0.22269,0.22448,0.055974,-0.051473
4.4382,1.5001,0.31297,-0.08787,-0.22677,0.2531,0.044633,-0.0023835
4.4516,0.24781,0.10612,-0.059988,-0.21874,0.22589,0.039386,-0.0013127
4.4273,1.5537,0.51455,0.061604,-0.19709,0.21891,0.0086958,-0.056365
4.4598,0.51279,0.053412,-0.038471,-0.20402,0.19078,-0.071732,0.031081
4.4253,1.0951,0.48453,-0.12684,-0.19098,0.21155,-0.084858,-0.092847
4.4559,1.0454,0.17655,-0.22399,-0.17082,0.22256,-0.0078084,0.056709
4.4325,0.3609,0.44733,-0.19671,-0.15623,0.2345,0.090613,-0.089562
4.4449,1.3503,0.36649,-0.10806,-0.15221,0.24404,0.13528,0.036703
4.4453,-0.19092,0.24426,-0.024745,-0.17657,0.22303,0.097632,-0.06722
4.4317,1.411,0.41514,0.070474,-0.15803,0.24974,0.096919,0.0030438
4.4588,-0.40244,-0.012274,0.0047293,-0.15258,0.26156,0.12592,0.024851
4.4223,0.8346,0.33678,-0.0010192,-0.1155,0.3119,0.15973,-0.073207
4.4613,-0.093237,-0.18688,-0.091877,-0.13008,0.31401,0.11701,0.052839
4.4237,-0.0033355,0.23019,0.018641,-0.13587,0.31417,0.055312,-0.13751
4.4549,0.29377,-0.22029,0.045386,-0.1413,0.29518,0.034255,0.13646
4.433,-0.59867,0.062335,0.036497,-0.14578,0.29973,0.074475,-0.098616
4.4402,1.0609,0.16289,0.0023207,-0.15032,0.35357,0.12871,0.06603
4.4487,-0.79173,0.016615,-0.032902,-0.21205,0.3684,0.12072,-0.036797
4.4258,1.3397,0.47609,0.10553,-0.22126,0.39027,0.13049,-0.0088817
4.4609,-0.71108,0.040782,-0.0026313,-0.2826,0.30246,0.045827,0.12422
4.4183,0.85346,0.7747,-0.02215,-0.23491,0.33788,0.018746,-0.11682
4.4625,0.08401,0.13644,-0.17062,-0.25408,0.31884,-0.071443,0.16377
4.4221,0.02697,0.5009,-0.084453,-0.21883,0.37046,-0.10002,-0.14861
4.4514,0.67515,0.1016,-0.11179,-0.20715,0.37279,-0.12365,0.18025
4.437,-0.88366,0.24182,-0.096328,-0.18102,0.34183,-0.13603,-0.058896
4.4332,1.2602,0.39115,-0.021772,-0.094725,0.37057,-0.129,0.046463
4.4519,-0.97226,-0.082983,-0.13742,-0.11011,0.2846,-0.18276,0.024632
4.419,1.0961,0.27756,-0.03779,-0.066994,0.33336,-0.13612,-0.048723
4.4637,-0.88937,-0.51908,-0.097799,-0.13698,0.25949,-0.15089,0.19414
4.4185,0.3334,0.13678,0.17223,-0.11871,0.31557,-0.085507,-0.14182
4.4567,0.038973,-0.63686,0.17852,-0.16655,0.28215,-0.10654,0.21792
4.4255,-0.47794,-0.1799,0.27366,-0.17875,0.26256,-0.10314,-0.13198
4.4467,0.61956,-0.49466,0.15679,-0.19014,0.24439,-0.079239,0.14764
4.4366,-1.3412,-0.56048,0.14874,-0.20296,0.20739,-0.048748,-0.046532
4.4305,1.0813,-0.26509,0.28005,-0.17502,0.26414,0.028038,0.035243
4.4543,-1.0749,-0.79226,0.25468,-0.18745,0.20871,0.034364,0.079611
4.4169,1.016,-0.056606,0.30912,-0.13889,0.24232,0.090331,-0.094454
4.4597,-0.35988,-0.8434,0.14103,-0.15303,0.15326,0.09891,0.18392
4.415,0.43346,-0.072872,0.059086,-0.12971,0.17569,0.1,-0.15296
4.4523,0.40673,-0.57169,-0.18532,-0.15287,0.15249,0.072118,0.18665
4.4238,-0.54889,-0.05139,-0.26056,-0.17865,0.16643,0.053424,-0.13215
4.4401,1.1645,-0.050683,-0.29802,-0.20129,0.1757,0.050316,0.13683
4.4387,-0.97973,-0.0072695,-0.34145,-0.25178,0.12895,0.029772,-0.017059
4.4232,1.208,0.57625,-0.17643,-0.252,0.15316,0.037639,0.0011455
4.4551,-1.1142,0.025191,-0.13817,-0.30347,0.10262,-0.0039168,0.12203
4.4115,0.62302,0.72914,0.15858,-0.25656,0.16705,0.024282,-0.11947
4.4578,-0.37552,-0.10084,0.26996,-0.24593,0.12864,-0.0061901,0.20201
4.4149,-0.16711,0.67541,0.37951,-0.16654,0.14953,0.010314,-0.1553
4.4475,0.30894,0.2824,0.28068,-0.11178,0.12653,-0.038422,0.19612
4.4264,-1.1879,0.49846,0.18932,-0.054611,0.099111,-0.09609,-0.089513
4.4321,0.85044,0.49697,0.16305,0.030113,0.12837,-0.076336,0.09212
4.4418,-1.354,0.1099,0.026779,0.046721,0.085467,-0.087286,0.022149
4.4162,0.95043,0.50261,0.097508,0.10744,0.14947,-0.066312,-0.037503
4.4521,-0.95107,-0.21845,-0.11614,0.058924,0.067947,-0.15507,0.16241
4.409,0.46037,0.4894,-0.21757,0.09399,0.10935,-0.1667,-0.14461
4.4528,-0.13435,-0.14333,-0.46653,0.04114,0.028043,-0.21926,0.2371
4.4147,-0.34154,0.34613,-0.38567,0.04229,0.048746,-0.22218,-0.15479
4.4406,0.62491,0.092721,-0.30281,0.039971,0.058482,-0.22972,0.18894
4.4278,-1.1411,0.13115,-0.17729,0.013498,0.033312,-0.23577,-0.10027
4.4242,1.0946,0.28597,-0.032633,0.054216,0.067582,-0.18955,0.084162
4.4444,-1.2026,-0.1034,0.015513,-0.00029707,-0.03128,-0.23012,0.059435
4.4084,1.0687,0.53026,0.21517,0.075673,0.039422,-0.18521,-0.082991
4.4514,-0.53153,-0.020349,0.17582,0.039091,-0.027147,-0.24898,0.19582
4.4076,0.39854,0.5842,0.24195,0.093688,0.018879,-0.18807,-0.17304
4.4468,0.15574,-0.086889,-0.016209,0.073304,-0.050391,-0.17786,0.23474
4.4169,-0.663,0.16453,-0.15685,0.087882,-0.063906,-0.12217,-0.15693
4.4292,0.87237,-0.10254,-0.21276,0.11393,-0.065004,-0.098646,0.18039
4.432,-1.1934,-0.24958,-0.12646,0.099648,-0.13266,-0.12206,-0.05656
4.4163,1.0792,0.011315,0.059523,0.19508,-0.057495,-0.052344,0.04011
4.4448,-1.2219,-0.59783,-0.066289,0.1722,-0.14308,-0.10137,0.10874
4.4038,0.63527,-0.049944,-0.016678,0.27689,-0.065081,-0.046166,-0.10925
4.4511,-0.87335,-0.76618,-0.15334,0.27941,-0.1723,-0.10474,0.2088
4.4012,-0.35254,-0.085219,-0.0065364,0.35695,-0.14964,-0.069291,-0.16683
4.4458,-0.084683,-0.5368,0.047011,0.37521,-0.18689,-0.066434,0.23671
4.4088,-1.0048,-0.27235,0.18966,0.38129,-0.19126,-0.052196,-0.13999
4.4354,0.69277,-0.27612,0.27433,0.40802,-0.16379,-0.0010655,0.14182
4.4191,-1.1399,-0.36838,0.24466,0.33951,-0.22697,-0.040207,0.029012
4.4234,1.0341,0.16344,0.28325,0.38709,-0.17291,-0.028346,-0.047628
4.428,-0.69075,-0.42724,0.083101,0.31584,-0.26194,-0.16009,0.11381
4.4174,0.62989,0.25552,0.11862,0.37263,-0.19893,-0.16119,-0.13364
4.4234,-0.19625,-0.50042,-0.074606,0.32582,-0.24962,-0.21611,0.17964
4.4268,-0.099691,0.051754,-0.065961,0.37346,-0.22336,-0.15854,-0.16613
4.4076,0.47246,-0.29141,-0.12173,0.38576,-0.23326,-0.14766,0.16586
4.4499,-0.54343,-0.13539,-0.046358,0.3979,-0.26859,-0.14851,-0.10935
4.3757,1.0855,0.094937,0.063749,0.47621,-0.22269,-0.11369,0.08701
4.4856,-0.60979,-0.28745,0.044493,0.45763,-0.29638,-0.16168,0.0051612
4.335,0.98046,0.2376,0.00090128,0.53122,-0.21488,-0.13058,-0.04624
4.5326,-0.59594,-0.53888,-0.21404,0.47362,-0.28604,-0.22647,0.1132
4.2572,0.35257,0.15683,-0.048561,0.52385,-0.23054,-0.21664,-0.14398
4.6928,0.027901,-0.37791,-0.0544,0.4982,-0.26918,-0.26385,0.16489
1.6448,-0.38788,0.17997,-0.061645,0.5174,-0.24856,-0.27989,-0.14826
-0.42022,0.59251,-0.059189,-0.083084,0.51677,-0.24334,-0.3264,0.15287
-0.34441,-0.97238,-0.063062,-0.055858,0.49236,-0.2772,-0.38041,-0.07199
-0.62828,0.87543,0.19549,-0.037283,0.54259,-0.21064,-0.36095,0.040768
-0.35981,-1.1259,-0.29177,-0.12799,0.51127,-0.27009,-0.43012,0.049383
-0.60402,0.66144,0.34161,0.068252,0.56235,-0.21425,-0.4207,-0.087907
-0.38239,-0.67526,-0.4407,0.054064,0.53188,-0.241,-0.47022,0.15669
-0.6187,-0.024149,0.17915,0.078104,0.53472,-0.19455,-0.45562,-0.15725
-0.49307,0.11324,-0.37702,0.039439,0.50301,-0.18934,-0.48132,0.18867
-0.56251,-0.56283,-0.030807,0.13446,0.49456,-0.17692,-0.48043,-0.14311
-0.59361,0.78113,-0.13416,0.10084,0.44996,-0.20344,-0.51225,0.13617
-0.44997,-0.8921,-0.40934,0.024184,0.37191,-0.25711,-0.54468,-0.011535
-0.50537,0.9685,-0.095934,0.019284,0.43526,-0.12334,-0.42596,-0.00070421
-0.53943,-1.043,-0.75927,-0.21878,0.3616,-0.19823,-0.45472,0.14252
-0.53142,0.60932,-0.12766,-0.16867,0.4434,-0.086355,-0.3414,-0.1388
-0.51785,-0.35595,-0.82331,-0.24887,0.37928,-0.17229,-0.38228,0.26107
-0.58218,0.177,-0.049193,-0.080515,0.45891,-0.058298,-0.30946,-0.2059
-0.47872,0.2716,-0.49943,-0.081517,0.50306,-0.019613,-0.24718,0.27531
-0.48822,-0.90521,-0.2525,-0.012086,0.5157,-0.011373,-0.22188,-0.12889
-0.55415,0.73441,-0.12099,0.02965,0.56715,0.036662,-0.15993,0.15348
-0.44422,-1.5245,-0.57636,-0.011546,0.53871,-0.01686,-0.17092,0.042909
-0.55625,0.94957,0.093678,0.13804,0.57718,0.036636,-0.12928,-0.0085653
