tachometer,underhang_axial,underhang_radial,underhang_tangential,overhang_axial,overhang_radial,overhang_tangential,microphone
-0.62099,0.96205,0.69749,0.042168,-0.054701,0.071169,0.080383,-0.0854
-0.63831,1.4446,0.39085,0.091605,-0.018851,0.058725,0.10487,0.027503
-0.62495,0.58217,0.47403,0.037075,0.0034857,0.023269,0.14886,-0.084061
-0.63135,1.4223,0.37734,-0.07758,0.016253,0.025919,0.19187,0.021492
-0.63064,-0.42244,0.12077,-0.20798,-0.0094939,0.00813,0.20477,-0.0050607
-0.62978,1.0475,0.43829,-0.19904,-0.050038,0.055183,0.21055,-0.054905
-0.62162,0.11178,-0.06806,-0.19516,-0.12551,0.055677,0.14043,0.035316
-0.79681,0.8414,0.36766,-0.10152,-0.17272,0.078408,0.055967,-0.084013
-0.67432,0.35084,-0.10114,-0.068415,-0.21158,0.066202,-0.053776,0.0050395
-0.60902,0.03142,0.32911,0.02816,-0.23083,0.062024,-0.13442,-0.10056
-1.0434,0.64509,0.12619,0.19472,-0.24451,0.069353,-0.13464,0.089468
-0.66227,-0.44419,0.26393,0.27206,-0.24779,0.076168,-0.11372,-0.053688
-0.76671,1.2182,0.46267,0.34376,-0.21409,0.095857,-0.053532,-0.00065554
-0.7615,-0.3978,0.1268,0.22317,-0.20362,0.066465,-0.034228,-0.033268
-0.76253,1.1626,0.57868,0.10924,-0.18939,0.058989,0.00097669,-0.049915
-0.87573,0.030386,0.020161,-0.15501,-0.21819,0.022409,0.032604,0.065568
-0.56657,0.78726,0.65506,-0.32316,-0.22389,0.031579,0.098872,-0.10168
-0.93856,0.9702,0.063491,-0.42582,-0.23759,0.035918,0.15557,0.05004
-0.86585,0.33779,0.34033,-0.42443,-0.24033,0.048939,0.21526,-0.13512
-0.84248,1.3199,-0.12593,-0.47677,-0.24462,0.020054,0.21896,0.084916
-0.74317,-0.43697,-0.25577,-0.53818,-0.25568,-0.026255,0.22132,-0.06812
-0.63085,1.3587,0.0029768,-0.34002,-0.19299,0.0052293,0.29172,-0.0074215
-0.90071,-0.076887,-0.66506,-0.14322,-0.17698,-0.035207,0.30286,-0.039547
-0.69002,0.99612,0.02469,0.1259,-0.10339,0.034666,0.3916,-0.077466
-0.72625,-0.12255,-0.65429,0.15158,-0.11859,0.0020719,0.34717,0.077007
-0.81297,0.23288,0.12943,0.19192,-0.097192,0.042175,0.32317,-0.13386
-0.75924,0.52232,-0.35847,0.16376,-0.091367,0.012013,0.25273,0.11064
-0.83988,-0.41011,-0.04018,0.21518,-0.12135,-0.0073234,0.17563,-0.14004
-0.74031,1.008,-0.13413,0.15894,-0.15413,0.014573,0.15596,0.092291
-0.7564,-1.0598,-0.28208,8.4989e-06,-0.2397,0.005486,0.092135,-0.041446
-0.88389,1.071,0.32339,-0.044785,-0.23198,0.088291,0.10732,-0.014893
-0.67157,-0.46365,-0.26681,-0.24066,-0.27604,0.057025,0.066583,0.022076
-0.76227,0.72295,0.5404,-0.25547,-0.24922,0.092648,0.066152,-0.10015
-0.84338,0.19842,-0.22128,-0.34328,-0.27263,0.032895,0.0098517,0.1451
-0.70101,0.20393,0.62319,-0.26227,-0.23836,0.065406,0.00086752,-0.16255
-0.918,1.1082,0.20898,-0.26575,-0.19524,0.076669,-0.0099919,0.15932
-0.746,-0.34895,0.35385,-0.23631,-0.14882,0.093611,0.00088679,-0.11558
-0.79513,1.3121,0.35891,-0.2204,-0.091861,0.1223,0.023036,0.09066
-0.81067,-0.98019,-0.13438,-0.31554,-0.11601,0.079435,-0.021776,0.0076924
-0.83155,1.1735,0.67274,-0.17994,-0.072016,0.13344,-0.028365,-0.049502
-0.75729,-0.67125,-0.081095,-0.11083,-0.10152,0.087925,-0.14448,0.11894
-0.74716,0.35438,0.7789,0.16126,-0.071374,0.14691,-0.14624,-0.13425
-0.80094,-0.12119,-0.23508,0.22514,-0.11354,0.11214,-0.1648,0.18339
-0.83134,-0.65349,0.34679,0.23179,-0.12961,0.15295,-0.15323,-0.15622
-0.75582,0.64088,0.079288,0.13938,-0.13882,0.17318,-0.16952,0.14883
-0.87607,-1.2169,0.056193,0.15898,-0.15855,0.16793,-0.24736,-0.082455
-0.78016,0.97644,0.32917,0.33844,-0.12517,0.1988,-0.22123,0.049821
-0.76547,-1.2993,-0.24363,0.25362,-0.1702,0.14728,-0.2244,0.059191
-0.83931,0.77171,0.60818,0.22549,-0.16445,0.20534,-0.15372,-0.084962
-0.74202,-0.45982,-0.30572,-0.10309,-0.23484,0.16673,-0.12017,0.13612
-0.86642,0.28126,0.49609,-0.1444,-0.23512,0.20304,0.0096205,-0.14474
-0.91421,0.4975,-0.22542,-0.24629,-0.26843,0.16658,0.16233,0.1644
-0.63205,-0.44194,0.19298,-0.21144,-0.30728,0.16661,0.29887,-0.14447
-0.93959,1.1931,-0.24186,-0.33237,-0.34806,0.18469,0.35327,0.13155
-0.78761,-0.96135,-0.54524,-0.43002,-0.39576,0.16381,0.35684,-0.049867
-0.83917,1.3613,0.18824,-0.30425,-0.32944,0.21731,0.43586,0.0080087
-0.77258,-0.77252,-0.49158,-0.23075,-0.33665,0.16642,0.45674,0.069292
-0.73557,0.94875,0.40511,-0.00058241,-0.28309,0.22036,0.49539,-0.091387
-0.94332,-0.24369,-0.6472,-0.00065948,-0.32501,0.16801,0.39676,0.15552
-0.63609,-0.079012,0.24734,0.13317,-0.26884,0.23089,0.36512,-0.15708
-0.92256,0.37821,-0.36075,0.18225,-0.24488,0.22333,0.32656,0.17781
-0.74675,-1.0542,0.013281,0.25158,-0.24968,0.2234,0.24688,-0.12385
-0.84752,0.81959,0.15551,0.29147,-0.25859,0.25577,0.17298,0.095528
-0.8314,-1.3758,-0.1065,0.22703,-0.34136,0.21881,0.070147,-0.03008
-0.76197,0.79293,0.55508,0.30738,-0.33002,0.2737,0.11626,-0.018714
-0.91157,-1.0836,-0.33676,0.31919,-0.40804,0.21357,0.10523,0.11283
-0.74746,0.29874,0.57147,0.46691,-0.41574,0.26663,0.12454,-0.13678
-0.87757,-0.064351,-0.21329,0.29128,-0.47278,0.23314,0.075053,0.17295
-0.83393,-0.10065,0.47171,0.20728,-0.44584,0.25774,0.081244,-0.15712
-0.77914,1.099,0.042555,0.11312,-0.41407,0.24787,0.12948,0.1536
-0.90139,-0.5651,0.24413,0.00022045,-0.3998,0.22776,0.17127,-0.091825
-0.82116,1.5726,0.58126,-0.08329,-0.35681,0.25707,0.21001,0.058559
-0.82238,-0.50516,0.084498,-0.26069,-0.37958,0.19365,0.20061,0.057317
-0.97657,1.6474,0.76278,-0.29972,-0.31241,0.23988,0.2658,-0.075129
-0.67548,-0.16545,0.010763,-0.4226,-0.34667,0.1946,0.24247,0.14761
-0.88359,0.67494,0.73563,-0.31671,-0.32216,0.25174,0.25679,-0.15464
-0.79568,0.44916,-0.00073631,-0.33274,-0.37476,0.23736,0.15197,0.21756
-0.71389,-0.32747,0.41674,-0.18089,-0.38263,0.24806,0.10313,-0.13145
-0.86942,1.0335,0.30989,-0.093682,-0.36531,0.26971,0.074218,0.14007
-0.74907,-1.1155,0.26758,0.022418,-0.38955,0.2323,-0.0014829,-0.054905
-0.70838,1.0237,0.51529,0.18824,-0.36784,0.28696,-0.05456,0.033077
-0.98207,-1.1379,-0.20223,0.13588,-0.44886,0.22267,-0.22898,0.087423
-0.70705,0.80902,0.6363,0.13484,-0.35206,0.34317,-0.22484,-0.10648
-0.82433,-0.55046,-0.29546,0.057288,-0.35747,0.28997,-0.27188,0.20128
-0.86517,0.020946,0.59932,0.24536,-0.31243,0.33789,-0.27706,-0.1662
-0.73825,0.50624,-0.070424,0.23764,-0.37081,0.28392,-0.33553,0.18358
-0.88978,-0.46754,0.39431,0.096281,-0.40077,0.28068,-0.29429,-0.13223
-0.73447,1.3005,0.23711,-0.10975,-0.40375,0.3012,-0.17531,0.094408
-0.66807,-0.78552,-0.095773,-0.30049,-0.48205,0.24576,-0.13045,-0.029764
-0.88911,1.4365,0.53994,-0.17179,-0.43647,0.36469,-0.041241,-0.0097579
-0.79137,-0.55144,-0.46893,-0.1348,-0.54463,0.25562,-0.13528,0.067953
-0.67001,0.88777,0.46828,-0.047206,-0.45782,0.36012,-0.05892,-0.12062
-0.81345,0.097426,-0.72133,-0.20423,-0.48867,0.2512,-0.065014,0.15445
-0.80527,0.09715,0.22598,-0.044631,-0.40813,0.31356,0.063205,-0.16503
-0.70818,0.90778,-0.41002,0.074154,-0.41467,0.28832,0.14483,0.161
-0.7912,-0.7325,-0.18996,0.29149,-0.42401,0.28825,0.21662,-0.11701
-0.78286,1.2888,-0.19386,0.49997,-0.3666,0.34382,0.34241,0.080901
-0.78874,-0.95608,-0.79357,0.50744,-0.40696,0.24922,0.33705,-0.010537
-0.76639,1.111,0.08992,0.56447,-0.34519,0.34701,0.40518,-0.042273
-0.80498,-0.73153,-0.85332,0.4317,-0.44859,0.24093,0.28366,0.11704
-0.73827,0.47937,0.28883,0.50742,-0.39542,0.33914,0.29884,-0.15043
-0.74437,0.32213,-0.67446,0.33844,-0.41387,0.2889,0.23604,0.18017
-0.77228,-0.01756,0.12164,0.27616,-0.36888,0.30663,0.23221,-0.16238
-0.65902,1.2096,-0.10149,0.16518,-0.33964,0.3114,0.21562,0.16521
-0.76734,-0.51768,-0.019398,0.11784,-0.34621,0.27152,0.14523,-0.063228
-0.6859,1.7254,0.38162,0.05935,-0.30226,0.30219,0.14961,0.047509
-0.74064,-0.56522,-0.14726,-0.048182,-0.3098,0.24583,0.11868,0.061211
-0.65907,1.593,0.71775,0.06488,-0.25613,0.27925,0.18198,-0.085862
-0.73828,0.025422,-0.086606,-0.0095552,-0.3246,0.21901,0.16501,0.17672
-0.77675,0.77288,0.90348,0.0018968,-0.35185,0.23955,0.17342,-0.15432
-0.78162,0.75652,0.30446,-0.036454,-0.41046,0.2073,0.14392,0.20028
-0.70563,-0.19432,0.77267,0.031127,-0.43433,0.20368,0.14011,-0.12174
-0.83543,1.378,0.66761,0.047487,-0.45406,0.22103,0.11229,0.10631
-0.75352,-0.40887,0.56967,0.030575,-0.5042,0.19406,0.07285,-0.068534
-0.81673,1.414,1.0871,0.048874,-0.46902,0.24922,0.11879,0.0059644
-0.80922,-0.44191,0.47074,-0.013197,-0.46958,0.20863,0.10766,0.052863
-0.77097,0.93851,1.1814,0.1555,-0.38881,0.26118,0.15386,-0.098786
-0.78432,0.32557,0.38923,0.14141,-0.37052,0.20856,0.088314,0.048653
-0.75365,0.41686,1.2032,0.18337,-0.32305,0.23431,0.039116,-0.13778
-0.84632,0.85504,0.72756,0.15511,-0.31181,0.23455,-0.024325,0.094408
-0.7026,-0.10385,0.96606,0.11793,-0.29627,0.24253,-0.075745,-0.12673
-0.77916,1.3602,0.92802,0.084842,-0.27422,0.25557,-0.070081,0.060189
-0.85765,-0.2369,0.62507,0.036773,-0.33243,0.21204,-0.1013,-0.070895
-0.71226,1.3015,1.2004,0.030421,-0.34653,0.24691,-0.098261,-0.027671
-0.8552,0.12207,0.4918,-0.18402,-0.40951,0.20678,-0.16081,0.004212
-0.73975,0.90325,1.2015,-0.19597,-0.38764,0.24599,-0.1601,-0.090195
-0.78581,0.74129,0.28228,-0.18594,-0.4147,0.215,-0.21118,0.053423
-0.71968,0.4553,0.73231,-0.064567,-0.40013,0.20949,-0.2145,-0.12806
-0.72244,1.4706,0.12756,0.016772,-0.38595,0.19771,-0.25799,0.054762
-0.78447,0.67993,0.15459,0.091689,-0.35417,0.15591,-0.2385,-0.1286
-0.73655,1.8406,0.24751,0.10562,-0.2704,0.17199,-0.11624,0.027601
-0.77694,0.65569,-0.41274,0.39516,-0.24665,0.11009,-0.023465,-0.073061
-0.78958,1.7639,0.22463,0.57278,-0.19413,0.1395,0.11114,-0.043271
-0.6287,0.83671,-0.56886,0.44682,-0.20256,0.089664,0.10608,0.00099944
-0.77768,1.3434,0.21583,0.28931,-0.13524,0.095774,0.12229,-0.096985
-0.65707,1.3214,-0.69862,0.10309,-0.10142,0.043567,0.1128,0.037847
-0.68784,0.80076,-0.24919,0.14373,-0.080397,0.014849,0.086189,-0.13349
-0.69447,1.5175,-0.52698,0.26828,-0.075921,0.0096766,0.062652,0.048385
-0.7363,0.4826,-0.60535,0.40795,-0.072555,-0.030574,0.056372,-0.11168
-0.72046,1.6608,-0.21946,0.47837,-0.011485,-0.018708,0.12988,0.009615
-0.69126,0.51184,-0.79372,0.35959,-0.0057946,-0.093177,0.21734,-0.063301
-0.70063,1.4369,-0.058148,0.4131,0.01389,-0.080887,0.31262,-0.05819
-0.70688,0.81132,-0.87315,0.34382,-0.039242,-0.14669,0.31478,0.012146
-0.68221,1.0392,-0.048139,0.38543,-0.025068,-0.13463,0.31535,-0.12118
-0.80218,1.4338,-0.58493,0.30971,-0.022628,-0.16735,0.25255,0.058826
-0.68019,0.78152,-0.057698,0.10581,-0.0072782,-0.19684,0.1724,-0.1361
-0.7125,1.7744,0.06026,-0.043924,-0.012769,-0.20057,0.068644,0.047996
-0.70032,0.67713,-0.027293,-0.1151,-0.025775,-0.23887,-0.0374,-0.10171
-0.72249,1.996,0.47151,-0.090586,0.037839,-0.19114,-0.042724,-0.0096849
-0.78939,1.1104,-0.20424,-0.11925,0.074806,-0.23676,-0.099282,-0.02991
-0.55605,1.7476,0.75168,0.0072792,0.14541,-0.18483,-0.13759,-0.077734
-0.74655,1.0764,0.027806,-0.04921,0.1463,-0.21003,-0.27918,0.020275
-0.7043,0.65736,0.73573,-0.11193,0.18786,-0.17033,-0.42762,-0.13687
-0.69539,1.2995,0.27095,-0.1836,0.22873,-0.15782,-0.58878,0.054932
-0.67688,0.42034,0.55325,-0.060932,0.24306,-0.14057,-0.77319,-0.13398
-0.63245,1.411,0.7916,0.047133,0.24454,-0.095551,-0.9228,0.036825
-0.77791,0.075289,0.43258,0.092485,0.18015,-0.11549,-1.0624,-0.098202
-0.67076,1.1121,1.15,0.096069,0.1798,-0.072191,-1.0213,-0.025285
-0.73246,-0.070574,0.31242,-0.044265,0.12043,-0.1156,-0.91419,-0.018106
-0.63977,0.33503,1.153,-0.040282,0.091736,-0.064259,-0.75209,-0.097496
-0.69106,0.50929,0.29197,0.043164,-0.0011384,-0.060049,-0.6777,0.048556
-0.67713,0.14537,0.79066,0.19086,-0.04063,-0.016385,-0.60221,-0.14573
-0.65667,0.79403,0.45908,0.20831,-0.040309,0.004196,-0.54377,0.072699
-0.72958,-0.50121,0.5009,0.15473,-0.032499,-0.028142,-0.46648,-0.10185
-0.73684,1.1538,0.77335,0.13116,0.0052005,0.002643,-0.34882,0.016819
-0.66006,-0.25117,0.14616,-0.040873,-0.0090123,-0.041971,-0.25495,-0.034096
-0.66316,1.0063,0.82126,-0.043038,0.065019,0.020971,-0.04178,-0.058604
-0.6525,-0.015223,-0.17286,-0.11898,0.092686,-0.025581,0.12253,0.023658
-0.65449,0.09365,0.48006,-0.098018,0.12531,0.0055373,0.30569,-0.10463
-0.71573,0.41146,-0.36085,-0.10158,0.066534,-0.027192,0.38153,0.048093
-0.63446,-0.36701,0.039228,0.15982,0.0020086,-0.029149,0.40307,-0.11168
-0.71086,0.91667,-0.19504,0.36065,-0.027579,-0.024079,0.47739,0.03646
-0.64159,-0.6583,-0.41814,0.40088,-0.068227,-0.04792,0.52727,-0.085424
-0.65719,0.93116,0.013313,0.44738,-0.087385,-0.0069704,0.60615,-0.0092711
-0.75514,-0.62685,-0.69803,0.49316,-0.15558,-0.045559,0.58257,-0.022681
-0.59982,0.45877,0.12064,0.61,-0.14625,-0.011373,0.58702,-0.069532
-0.73635,-0.0075419,-0.87742,0.49028,-0.12111,-0.062546,0.57504,0.039453
-0.65156,0.095101,-0.084255,0.32059,-0.058131,-0.0572,0.63023,-0.12354
-0.64439,0.84988,-0.65969,0.15788,-0.043269,-0.079745,0.61644,0.08
-0.66328,-0.12185,-0.27709,0.18884,-0.067315,-0.086329,0.5793,-0.12597
-0.66817,1.5451,-0.20586,0.28281,-0.044926,-0.10052,0.57197,0.061406
-0.67348,-0.11293,-0.51953,0.051796,-0.041465,-0.18917,0.54854,-0.076419
-0.65335,1.4373,0.12453,-0.1841,-0.014413,-0.19542,0.53179,-0.015988
-0.73446,0.063986,-0.65133,-0.41069,-0.078021,-0.2439,0.32394,0.0061104
-0.68672,0.67565,0.33864,-0.4156,-0.090095,-0.16691,0.17087,-0.099102
-0.63944,0.48727,-0.30911,-0.39128,-0.074803,-0.16236,0.01269,0.074938
-0.62476,0.086277,0.55856,-0.32161,-0.029622,-0.15511,-0.077871,-0.13782
-0.63083,0.99651,0.22205,-0.3154,0.016401,-0.21176,-0.17893,0.066176
-0.67148,-0.55865,0.38371,-0.3245,0.0081098,-0.28501,-0.2573,-0.11032
-0.68613,0.84445,0.60451,-0.2352,0.077696,-0.27238,-0.16453,0.0221
-0.62971,-1.002,0.16985,-0.1839,0.10486,-0.30372,-0.082443,-0.034315
-0.67961,0.38605,1.0484,-0.041927,0.19329,-0.2335,0.043926,-0.059261
-0.65793,-0.64433,0.22542,-0.075236,0.14525,-0.30638,-0.065503,0.018158
-0.62805,-0.40192,1.3226,-0.14061,0.17794,-0.27007,-0.12967,-0.10219
-0.64703,-0.27743,0.66114,-0.31357,0.16839,-0.35066,-0.25002,0.05795
-0.61873,-0.94619,1.2079,-0.26635,0.21495,-0.35016,-0.27493,-0.12322
-0.64139,0.41169,0.90456,-0.23788,0.25374,-0.29669,-0.28595,0.050162
-0.64916,-1.1945,0.82978,-0.22035,0.20999,-0.31019,-0.36571,-0.096133
-0.6913,0.52036,1.246,-0.12572,0.30638,-0.22638,-0.3484,0.010345
-0.64507,-1.2619,0.34722,-0.14212,0.31132,-0.35762,-0.45283,-0.04203
-0.61555,-0.020309,1.0908,-0.082327,0.45726,-0.2983,-0.42497,-0.048674
-0.63684,-0.63838,-0.0044365,-0.12654,0.41885,-0.40319,-0.54967,0.017622
-0.61952,-0.33953,0.88773,-0.037469,0.46892,-0.3119,-0.50547,-0.097691
-0.66717,0.30251,0.12283,0.059786,0.44644,-0.32801,-0.49703,0.057585
-0.63124,-0.89644,0.3683,0.1682,0.44276,-0.34011,-0.48092,-0.11869
-0.60094,0.70893,0.0079618,0.11448,0.45549,-0.32921,-0.52329,0.045927
-0.68116,-0.97681,-0.57266,0.030793,0.34626,-0.4354,-0.69916,-0.076541
-0.56221,0.772,-0.12988,0.14572,0.38245,-0.32905,-0.68289,-0.011364
-0.69237,-0.69211,-1.0975,0.25647,0.3155,-0.42968,-0.73195,-0.0039898
-0.5902,0.18012,-0.075589,0.40819,0.41363,-0.31189,-0.60199,-0.085595
-0.62423,-0.17781,-1.153,0.36633,0.35636,-0.41853,-0.58458,0.053545
-0.66812,-0.47316,-0.36374,0.38507,0.3818,-0.40127,-0.40449,-0.13451
-0.56595,0.36221,-1.0807,0.39529,0.38061,-0.44982,-0.22011,0.065568
-0.68206,-0.72707,-0.90064,0.44419,0.37439,-0.49052,-0.037073,-0.11334
-0.59611,1.0424,-0.8567,0.40942,0.42169,-0.40004,0.17443,0.026919
-0.61339,-0.70351,-1.3802,0.20467,0.32733,-0.47773,0.26452,-0.053736
-0.67534,1.0088,-0.51898,0.11075,0.36509,-0.36156,0.41662,-0.042273
-0.54473,-0.14918,-1.3529,-0.010435,0.28904,-0.45992,0.40279,0.030521
-0.70233,0.64159,-0.28295,0.051816,0.32119,-0.41053,0.42043,-0.12286
-0.56861,0.22264,-0.98291,-0.013884,0.2688,-0.45277,0.36952,0.1307
-0.63545,-0.32957,-0.26402,-0.074317,0.25797,-0.40298,0.37207,-0.147
-0.65175,0.69567,-0.38053,-0.15488,0.23261,-0.3888,0.2889,0.14559
-0.56373,-1.2642,-0.15374,-0.11986,0.21607,-0.40632,0.14343,-0.073645
-0.68575,0.78634,0.25991,0.057513,0.27194,-0.35862,0.025797,0.044735
-0.58346,-1.8524,-0.29636,0.064925,0.19891,-0.43241,-0.15998,0.087399
-0.63146,0.2391,0.63979,0.083532,0.25181,-0.30305,-0.121,-0.084962
-0.65292,-1.2271,-0.3354,-0.23398,0.13825,-0.36483,-0.21771,0.19638
-0.56497,-0.68876,0.85909,-0.31593,0.17803,-0.23991,-0.18355,-0.15493
-0.69077,-0.4646,0.18192,-0.36798,0.12804,-0.28449,-0.26291,0.22793
-0.57358,-1.7217,0.739,-0.29839,0.11039,-0.264,-0.30165,-0.13208
-0.6317,0.19034,0.6503,-0.30958,0.15579,-0.19462,-0.23595,0.14875
-0.64689,-2.3407,0.39887,-0.44784,0.1399,-0.21254,-0.25281,-0.029934
-0.56687,0.14732,0.99968,-0.47086,0.21037,-0.13977,-0.19311,0.0092987
-0.67628,-1.974,0.25252,-0.44423,0.19328,-0.19194,-0.15841,0.12707
-0.58037,0.080767,1.3408,-0.20768,0.26312,-0.14253,-0.027941,-0.12587
-0.62367,-0.81393,0.39313,-0.20448,0.2457,-0.20402,0.027634,0.21975
-0.65106,-0.79067,1.265,-0.17883,0.28689,-0.15712,0.10852,-0.17737
-0.55687,-0.015319,0.58975,-0.29257,0.27446,-0.14432,0.062434,0.22841
-0.67801,-1.8227,0.82112,-0.35218,0.25939,-0.12429,0.049629,-0.11125
-0.56648,0.38884,0.87311,-0.37238,0.25765,-0.08278,0.045191,0.1002
-0.62166,-1.9634,0.43009,-0.36167,0.19317,-0.14373,0.0020748,0.023682
-0.64624,0.65967,1.0978,-0.20628,0.19634,-0.085495,0.018155,-0.049185
-0.55021,-1.4697,0.066042,-0.14398,0.1116,-0.14013,-0.034466,0.16304
-0.68171,0.023887,0.93244,0.044307,0.12865,-0.049217,0.026118,-0.15552
-0.54845,-0.432,-0.15709,0.15014,0.090946,-0.064985,-0.0048094,0.21527
-0.63873,-0.64236,0.4308,0.41316,0.1158,-0.040008,-0.027209,-0.17209
-0.61656,0.61592,-0.1278,0.52333,0.13059,-0.049146,-0.086425,0.1831
-0.56144,-1.2365,-0.19632,0.41948,0.12428,-0.084551,-0.11068,-0.069191
-0.66952,1.0038,0.01057,0.30059,0.17273,-0.020537,-0.064404,0.05997
-0.53257,-1.141,-0.6455,0.20582,0.14591,-0.055018,-0.081506,0.039478
-0.64413,1.0112,0.18764,0.28597,0.21209,0.032715,-0.065483,-0.062961
-0.58647,-0.29983,-0.76984,0.2068,0.19194,-0.01944,-0.12624,0.12254
-0.54292,0.64736,0.17398,0.15463,0.22799,0.01791,-0.13956,-0.12631
-0.65392,0.4979,-0.69974,0.01482,0.20243,-0.0044804,-0.21847,0.14566
-0.53006,-0.076283,-0.2447,0.029772,0.19979,0.010293,-0.21536,-0.12259
-0.64746,1.3084,-0.43939,0.16454,0.20295,0.039537,-0.15258,0.10078
-0.60858,-0.25284,-0.57632,0.25183,0.15207,0.006025,-0.039738,-0.063618
-0.56597,1.4411,-0.15929,0.29327,0.14384,0.066208,0.1087,0.012292
-0.5512,-0.41797,-0.9515,0.12245,0.067061,0.018013,0.14126,0.045976
-0.63504,1.1356,-0.17522,0.12457,0.099256,0.088028,0.18841,-0.080265
-0.59299,0.084273,-0.98042,0.11653,0.082012,0.052635,0.16798,0.10952
-0.61826,0.54131,-0.099699,0.22658,0.11114,0.10727,0.20978,-0.13563
-0.59237,1.0507,-0.44586,0.16704,0.095891,0.10534,0.18087,0.093775
-0.62354,0.19728,-0.0081882,0.0077802,0.085821,0.10055,0.13545,-0.13354
-0.59776,1.2318,0.10572,-0.15103,0.11464,0.11214,0.12094,0.068878
-0.61859,-0.071852,-0.12114,-0.15594,0.097619,0.069661,0.12204,-0.066733
-0.60343,1.4459,0.32113,-0.038041,0.11407,0.13478,0.16008,-0.013798
-0.61125,0.16007,-0.17627,-0.060746,0.045771,0.11268,0.098705,0.010881
-0.6103,1.155,0.77228,-0.079044,0.047498,0.18388,0.10314,-0.082772
-0.6059,0.44376,0.21131,-0.15667,0.021038,0.16262,0.047715,0.040256
-0.61134,0.21211,0.77328,-0.12723,0.019028,0.19086,0.012793,-0.12052
-0.60844,0.78328,0.30127,-0.17318,0.0065877,0.20612,-0.10976,0.054105
-0.60604,-0.11205,0.43688,-0.14627,-0.0059359,0.21589,-0.26015,-0.11699
-0.61443,1.2212,0.4568,-0.03341,0.051763,0.26716,-0.31678,0.019058
-0.59908,-0.090052,-0.010661,0.014576,0.068178,0.23263,-0.37499,-0.083234
-0.61764,1.0688,0.61607,0.091008,0.11281,0.28235,-0.34248,-0.033122
-0.60306,0.15426,-0.074587,0.048071,0.076348,0.23555,-0.34869,-0.017084
-0.61343,0.90439,0.73009,0.10038,0.069379,0.28247,-0.28927,-0.090487
-0.6078,1.0032,0.044039,0.02929,0.018508,0.2613,-0.20566,0.049919
-0.60528,0.67688,0.69671,-0.10797,-0.032659,0.29491,-0.1032,-0.12865
-0.6121,1.4384,0.37651,-0.25762,-0.088284,0.30235,-0.027922,0.049067
-0.60458,-0.15918,0.38178,-0.26591,-0.15214,0.29493,-0.016908,-0.10426
-0.61108,1.4038,0.7339,-0.17084,-0.13579,0.32913,0.016986,0.020032
-0.6094,0.050571,0.26121,-0.14706,-0.13878,0.2979,0.018489,-0.052398
-0.60757,1.4068,1.0201,-0.052081,-0.069473,0.3595,0.10612,-0.054588
-0.6116,0.58785,0.18882,-0.07196,-0.064482,0.32076,0.16878,0.01772
-0.60841,0.95349,0.98626,0.036375,-0.01284,0.35698,0.32922,-0.11244
-0.60874,1.3236,0.3239,0.1232,0.0041536,0.32447,0.43543,0.063207
-0.61141,0.37567,0.69921,0.1594,-0.00086866,0.32798,0.54102,-0.12597
-0.60677,1.5886,0.43269,0.13908,-0.016693,0.34302,0.60164,0.043712
-0.61107,-0.042343,0.15303,0.032226,-0.097943,0.31054,0.54255,-0.090511
-0.60831,1.4363,0.5853,0.017652,-0.1155,0.35273,0.49464,-0.0076648
-0.60725,0.022584,-0.13153,0.028912,-0.1918,0.30002,0.35302,-0.025334
-0.61265,0.92454,0.57614,0.21773,-0.18941,0.36047,0.27229,-0.071941
-0.60501,0.33121,-0.30588,0.33001,-0.23948,0.34806,0.10211,0.038455
-0.61294,0.25253,0.35217,0.43335,-0.22714,0.39574,-0.021172,-0.12497
-0.6066,0.69023,-0.24051,0.38459,-0.19414,0.38671,-0.12975,0.053204
-0.60907,-0.48609,0.025448,0.31802,-0.16982,0.36802,-0.20838,-0.11543
-0.61151,1.0774,0.054369,0.34557,-0.12001,0.36995,-0.19547,0.031933
-0.60547,-0.35384,-0.32473,0.33873,-0.13955,0.33108,-0.17853,-0.073109
-0.61345,1.1158,0.27948,0.32779,-0.099748,0.36085,-0.080061,-0.029666
-0.60653,-0.42218,-0.47062,0.059433,-0.13461,0.32428,-0.093592,-0.0055718
-0.61085,0.43777,0.39878,-0.10146,-0.12273,0.34021,-0.037484,-0.088734
-0.60854,0.39603,-0.39512,-0.17201,-0.16202,0.29439,-0.049005,0.04639
-0.6058,-0.15459,0.29081,-0.042004,-0.17589,0.28189,0.0023574,-0.12892
-0.61212,0.97886,-0.13761,0.044018,-0.16393,0.27306,0.030235,0.069559
-0.60707,-0.55069,-0.026079,0.082202,-0.16406,0.2466,0.063853,-0.085473
-0.60979,1.0655,0.21588,0.086878,-0.098116,0.28216,0.14607,0.015553
-0.61084,-0.54741,-0.4199,0.0067654,-0.14414,0.16981,0.14997,-0.032928
-0.60727,0.94262,0.27939,0.074784,-0.042556,0.22735,0.30951,-0.049575
-0.61052,0.0037865,-0.60627,0.080442,-0.087969,0.11991,0.30492,0.023561
-0.6086,0.70791,0.30223,0.2081,-0.031253,0.19771,0.42839,-0.10117
-0.60822,0.83824,-0.46269,0.11103,-0.078946,0.16265,0.4249,0.056173
-0.61133,0.047629,0.10024,-0.12403,-0.084096,0.17843,0.42552,-0.10796
-0.6062,1.2739,-0.051589,-0.42074,-0.084013,0.20297,0.34722,0.042496
